respondent_id,case_id,model,soundness,completeness,trusted
R18,C05,qwen_zs,4,5,1
R18,C05,claude_sonnet_4_5_teacher,2,3,0
R18,C05,flexpension_llm,3,4,0
R18,C06,qwen_zs,2,4,0
R18,C06,claude_sonnet_4_5_teacher,2,3,1
R18,C06,flexpension_llm,3,4,0
R18,C07,qwen_zs,4,4,0
R18,C07,claude_sonnet_4_5_teacher,5,5,1
R18,C07,flexpension_llm,4,4,0
R18,C08,qwen_zs,4,4,0
R18,C08,claude_sonnet_4_5_teacher,3,4,0
R18,C08,flexpension_llm,4,3,1
R18,C09,qwen_zs,3,4,0
R18,C09,claude_sonnet_4_5_teacher,4,4,0
R18,C09,flexpension_llm,4,4,1
R18,C10,qwen_zs,5,4,1
R18,C10,claude_sonnet_4_5_teacher,4,3,0
R18,C10,flexpension_llm,3,4,0
R18,C11,qwen_zs,4,4,0
R18,C11,claude_sonnet_4_5_teacher,3,4,0
R18,C11,flexpension_llm,4,4,1
R18,C12,qwen_zs,4,3,1
R18,C12,claude_sonnet_4_5_teacher,4,4,0
R18,C12,flexpension_llm,4,4,0
R19,C01,qwen_zs,4,4,0
R19,C01,claude_sonnet_4_5_teacher,4,4,0
R19,C01,flexpension_llm,4,4,1
R19,C02,qwen_zs,3,4,0
R19,C02,claude_sonnet_4_5_teacher,4,4,1
R19,C02,flexpension_llm,3,3,0
R19,C03,qwen_zs,4,4,0
R19,C03,claude_sonnet_4_5_teacher,5,5,1
R19,C03,flexpension_llm,4,5,0
R19,C04,qwen_zs,2,2,0
R19,C04,claude_sonnet_4_5_teacher,2,1,0
R19,C04,flexpension_llm,5,5,1
R19,C05,qwen_zs,2,1,0
R19,C05,claude_sonnet_4_5_teacher,5,4,1
R19,C05,flexpension_llm,2,1,0
R19,C06,qwen_zs,1,1,0
R19,C06,claude_sonnet_4_5_teacher,5,5,1
R19,C06,flexpension_llm,2,2,0
R19,C07,qwen_zs,2,2,0
R19,C07,claude_sonnet_4_5_teacher,2,2,0
R19,C07,flexpension_llm,5,4,1
R19,C08,qwen_zs,2,2,0
R19,C08,claude_sonnet_4_5_teacher,5,5,1
R19,C08,flexpension_llm,2,2,0
R19,C09,qwen_zs,2,3,0
R19,C09,claude_sonnet_4_5_teacher,2,2,0
R19,C09,flexpension_llm,3,2,1
R19,C10,qwen_zs,1,1,0
R19,C10,claude_sonnet_4_5_teacher,5,5,1
R19,C10,flexpension_llm,5,4,0
R19,C11,qwen_zs,5,5,1
R19,C11,claude_sonnet_4_5_teacher,5,5,0
R19,C11,flexpension_llm,4,5,0
R19,C12,qwen_zs,5,5,0
R19,C12,claude_sonnet_4_5_teacher,5,5,1
R19,C12,flexpension_llm,4,4,0
R20,C01,qwen_zs,4,4,1
R20,C01,claude_sonnet_4_5_teacher,4,4,0
R20,C01,flexpension_llm,4,4,0
R20,C02,qwen_zs,4,4,1
R20,C02,claude_sonnet_4_5_teacher,4,4,0
R20,C02,flexpension_llm,4,4,0
R20,C03,qwen_zs,4,4,1
R20,C03,claude_sonnet_4_5_teacher,4,4,0
R20,C03,flexpension_llm,4,4,0
R20,C04,qwen_zs,4,4,1
R20,C04,claude_sonnet_4_5_teacher,4,4,0
R20,C04,flexpension_llm,4,4,0
R20,C05,qwen_zs,4,4,1
R20,C05,claude_sonnet_4_5_teacher,4,4,0
R20,C05,flexpension_llm,4,4,0
R20,C06,qwen_zs,4,4,1
R20,C06,claude_sonnet_4_5_teacher,1,1,0
R20,C06,flexpension_llm,1,1,0
R20,C07,qwen_zs,5,5,1
R20,C07,claude_sonnet_4_5_teacher,1,1,0
R20,C07,flexpension_llm,1,1,0
R20,C08,qwen_zs,5,5,1
R20,C08,claude_sonnet_4_5_teacher,2,1,0
R20,C08,flexpension_llm,1,2,0
R20,C09,qwen_zs,4,4,1
R20,C09,claude_sonnet_4_5_teacher,1,1,0
R20,C09,flexpension_llm,1,2,0
R20,C10,qwen_zs,3,4,1
R20,C10,claude_sonnet_4_5_teacher,2,1,0
R20,C10,flexpension_llm,1,1,0
R20,C11,qwen_zs,1,1,0
R20,C11,claude_sonnet_4_5_teacher,2,2,0
R20,C11,flexpension_llm,5,5,1
R20,C12,qwen_zs,2,2,0
R20,C12,claude_sonnet_4_5_teacher,1,1,0
R20,C12,flexpension_llm,4,4,1
R21,C01,qwen_zs,2,2,0
R21,C01,claude_sonnet_4_5_teacher,2,2,0
R21,C01,flexpension_llm,2,2,1
R21,C02,qwen_zs,2,2,0
R21,C02,claude_sonnet_4_5_teacher,3,2,1
R21,C02,flexpension_llm,3,2,0
R21,C03,qwen_zs,1,1,0
R21,C03,claude_sonnet_4_5_teacher,1,2,0
R21,C03,flexpension_llm,1,2,1
R21,C04,qwen_zs,2,2,1
R21,C04,claude_sonnet_4_5_teacher,2,2,0
R21,C04,flexpension_llm,2,2,0
R21,C05,qwen_zs,2,2,1
R21,C05,claude_sonnet_4_5_teacher,2,2,0
R21,C05,flexpension_llm,2,2,0
R21,C06,qwen_zs,1,1,0
R21,C06,claude_sonnet_4_5_teacher,1,1,1
R21,C06,flexpension_llm,1,1,0
R21,C07,qwen_zs,2,2,0
R21,C07,claude_sonnet_4_5_teacher,2,2,1
R21,C07,flexpension_llm,2,2,0
R21,C08,qwen_zs,2,2,0
R21,C08,claude_sonnet_4_5_teacher,2,2,0
R21,C08,flexpension_llm,2,2,1
R21,C09,qwen_zs,2,2,0
R21,C09,claude_sonnet_4_5_teacher,2,2,1
R21,C09,flexpension_llm,2,2,0
R21,C10,qwen_zs,1,1,0
R21,C10,claude_sonnet_4_5_teacher,3,2,0
R21,C10,flexpension_llm,2,2,1
R21,C11,qwen_zs,3,3,0
R21,C11,claude_sonnet_4_5_teacher,3,2,1
R21,C11,flexpension_llm,2,2,0
R21,C12,qwen_zs,2,2,0
R21,C12,claude_sonnet_4_5_teacher,2,2,0
R21,C12,flexpension_llm,2,2,1
R22,C01,qwen_zs,3,2,0
R22,C01,claude_sonnet_4_5_teacher,4,4,0
R22,C01,flexpension_llm,4,4,1
R22,C02,qwen_zs,3,2,0
R22,C02,claude_sonnet_4_5_teacher,4,3,0
R22,C02,flexpension_llm,4,4,1
R22,C03,qwen_zs,3,2,0
R22,C03,claude_sonnet_4_5_teacher,3,3,0
R22,C03,flexpension_llm,3,4,1
R22,C04,qwen_zs,4,4,0
R22,C04,claude_sonnet_4_5_teacher,4,4,1
R22,C04,flexpension_llm,3,3,0
R22,C05,qwen_zs,2,2,0
R22,C05,claude_sonnet_4_5_teacher,2,2,0
R22,C05,flexpension_llm,4,4,1
R22,C06,qwen_zs,2,1,0
R22,C06,claude_sonnet_4_5_teacher,3,2,0
R22,C06,flexpension_llm,4,4,1
R22,C07,qwen_zs,2,3,0
R22,C07,claude_sonnet_4_5_teacher,2,3,1
R22,C07,flexpension_llm,2,3,0
R22,C08,qwen_zs,2,3,0
R22,C08,claude_sonnet_4_5_teacher,4,4,1
R22,C08,flexpension_llm,2,3,0
R22,C09,qwen_zs,2,2,0
R22,C09,claude_sonnet_4_5_teacher,4,4,0
R22,C09,flexpension_llm,4,4,1
R22,C10,qwen_zs,2,1,0
R22,C10,claude_sonnet_4_5_teacher,4,4,1
R22,C10,flexpension_llm,4,4,0
R22,C11,qwen_zs,3,4,0
R22,C11,claude_sonnet_4_5_teacher,3,4,1
R22,C11,flexpension_llm,3,3,0
R22,C12,qwen_zs,4,4,0
R22,C12,claude_sonnet_4_5_teacher,4,4,0
R22,C12,flexpension_llm,3,4,1
R23,C01,qwen_zs,2,2,0
R23,C01,claude_sonnet_4_5_teacher,2,2,0
R23,C01,flexpension_llm,2,2,1
R23,C02,qwen_zs,4,4,1
R23,C02,claude_sonnet_4_5_teacher,4,3,0
R23,C02,flexpension_llm,4,3,0
R23,C03,qwen_zs,4,4,1
R23,C03,claude_sonnet_4_5_teacher,4,3,0
R23,C03,flexpension_llm,4,2,0
R23,C04,qwen_zs,4,4,1
R23,C04,claude_sonnet_4_5_teacher,4,3,0
R23,C04,flexpension_llm,4,3,0
R23,C05,qwen_zs,2,2,0
R23,C05,claude_sonnet_4_5_teacher,4,3,0
R23,C05,flexpension_llm,4,4,1
R23,C06,qwen_zs,2,2,0
R23,C06,claude_sonnet_4_5_teacher,4,4,1
R23,C06,flexpension_llm,4,3,0
R23,C07,qwen_zs,4,2,1
R23,C07,claude_sonnet_4_5_teacher,2,2,0
R23,C07,flexpension_llm,4,3,0
R23,C08,qwen_zs,4,2,0
R23,C08,claude_sonnet_4_5_teacher,2,2,0
R23,C08,flexpension_llm,4,4,1
R23,C09,qwen_zs,4,3,1
R23,C09,claude_sonnet_4_5_teacher,2,2,0
R23,C09,flexpension_llm,2,3,0
R23,C10,qwen_zs,1,1,0
R23,C10,claude_sonnet_4_5_teacher,4,2,1
R23,C10,flexpension_llm,4,3,0
R23,C11,qwen_zs,4,3,1
R23,C11,claude_sonnet_4_5_teacher,4,2,0
R23,C11,flexpension_llm,4,2,0
R23,C12,qwen_zs,2,2,0
R23,C12,claude_sonnet_4_5_teacher,2,2,0
R23,C12,flexpension_llm,2,3,1
R24,C01,qwen_zs,4,4,0
R24,C01,claude_sonnet_4_5_teacher,2,2,0
R24,C01,flexpension_llm,4,5,1
R24,C02,qwen_zs,3,3,0
R24,C02,claude_sonnet_4_5_teacher,5,5,1
R24,C02,flexpension_llm,4,4,0
R24,C03,qwen_zs,3,3,0
R24,C03,claude_sonnet_4_5_teacher,4,4,1
R24,C03,flexpension_llm,4,4,0
R24,C04,qwen_zs,4,4,0
R24,C04,claude_sonnet_4_5_teacher,5,5,1
R24,C04,flexpension_llm,3,3,0
R24,C05,qwen_zs,3,3,0
R24,C05,claude_sonnet_4_5_teacher,4,4,0
R24,C05,flexpension_llm,5,5,1
R24,C06,qwen_zs,2,1,0
R24,C06,claude_sonnet_4_5_teacher,4,4,0
R24,C06,flexpension_llm,5,5,1
R24,C07,qwen_zs,3,3,0
R24,C07,claude_sonnet_4_5_teacher,4,4,1
R24,C07,flexpension_llm,3,3,0
R24,C08,qwen_zs,3,3,0
R24,C08,claude_sonnet_4_5_teacher,4,4,1
R24,C08,flexpension_llm,2,2,0
R24,C09,qwen_zs,3,3,0
R24,C09,claude_sonnet_4_5_teacher,4,4,1
R24,C09,flexpension_llm,4,4,0
R24,C10,qwen_zs,3,3,0
R24,C10,claude_sonnet_4_5_teacher,5,5,1
R24,C10,flexpension_llm,4,4,0
R24,C11,qwen_zs,3,3,0
R24,C11,claude_sonnet_4_5_teacher,3,3,0
R24,C11,flexpension_llm,4,4,1
R24,C12,qwen_zs,4,4,0
R24,C12,claude_sonnet_4_5_teacher,4,4,1
R24,C12,flexpension_llm,3,3,0
R25,C01,qwen_zs,3,4,0
R25,C01,claude_sonnet_4_5_teacher,4,4,0
R25,C01,flexpension_llm,4,5,1
R25,C02,qwen_zs,3,3,0
R25,C02,claude_sonnet_4_5_teacher,3,3,0
R25,C02,flexpension_llm,4,4,1
R25,C03,qwen_zs,4,4,0
R25,C03,claude_sonnet_4_5_teacher,4,4,0
R25,C03,flexpension_llm,5,5,1
R25,C04,qwen_zs,2,2,0
R25,C04,claude_sonnet_4_5_teacher,3,3,0
R25,C04,flexpension_llm,4,4,1
R25,C05,qwen_zs,2,3,0
R25,C05,claude_sonnet_4_5_teacher,3,3,0
R25,C05,flexpension_llm,4,4,1
R25,C06,qwen_zs,2,2,0
R25,C06,claude_sonnet_4_5_teacher,2,3,0
R25,C06,flexpension_llm,4,4,1
R25,C07,qwen_zs,2,2,0
R25,C07,claude_sonnet_4_5_teacher,3,3,1
R25,C07,flexpension_llm,4,4,0
R25,C08,qwen_zs,4,4,0
R25,C08,claude_sonnet_4_5_teacher,4,4,1
R25,C08,flexpension_llm,2,3,0
R25,C09,qwen_zs,2,2,0
R25,C09,claude_sonnet_4_5_teacher,4,4,0
R25,C09,flexpension_llm,4,4,1
R25,C10,qwen_zs,1,1,0
R25,C10,claude_sonnet_4_5_teacher,4,4,1
R25,C10,flexpension_llm,4,4,0
R25,C11,qwen_zs,4,4,0
R25,C11,claude_sonnet_4_5_teacher,4,4,0
R25,C11,flexpension_llm,4,4,1
R25,C12,qwen_zs,4,4,0
R25,C12,claude_sonnet_4_5_teacher,4,4,0
R25,C12,flexpension_llm,4,4,1
R26,C01,qwen_zs,4,4,1
R26,C01,claude_sonnet_4_5_teacher,3,3,0
R26,C01,flexpension_llm,3,3,0
R26,C02,qwen_zs,4,3,0
R26,C02,claude_sonnet_4_5_teacher,4,4,0
R26,C02,flexpension_llm,4,3,1
R26,C03,qwen_zs,3,3,0
R26,C03,claude_sonnet_4_5_teacher,4,4,1
R26,C03,flexpension_llm,3,3,0
R26,C04,qwen_zs,4,3,0
R26,C04,claude_sonnet_4_5_teacher,4,3,0
R26,C04,flexpension_llm,4,4,1
R26,C05,qwen_zs,3,3,0
R26,C05,claude_sonnet_4_5_teacher,4,4,0
R26,C05,flexpension_llm,4,4,1
R26,C06,qwen_zs,3,2,0
R26,C06,claude_sonnet_4_5_teacher,4,4,0
R26,C06,flexpension_llm,4,4,1
R26,C07,qwen_zs,3,3,0
R26,C07,claude_sonnet_4_5_teacher,3,4,0
R26,C07,flexpension_llm,4,4,1
R26,C08,qwen_zs,3,3,0
R26,C08,claude_sonnet_4_5_teacher,3,4,0
R26,C08,flexpension_llm,4,4,1
R26,C09,qwen_zs,3,3,1
R26,C09,claude_sonnet_4_5_teacher,3,4,0
R26,C09,flexpension_llm,3,3,0
R26,C10,qwen_zs,2,2,0
R26,C10,claude_sonnet_4_5_teacher,3,4,1
R26,C10,flexpension_llm,3,3,0
R26,C11,qwen_zs,4,4,0
R26,C11,claude_sonnet_4_5_teacher,4,4,1
R26,C11,flexpension_llm,3,3,0
R26,C12,qwen_zs,3,3,0
R26,C12,claude_sonnet_4_5_teacher,4,4,1
R26,C12,flexpension_llm,3,4,0
R27,C01,qwen_zs,4,4,0
R27,C01,claude_sonnet_4_5_teacher,4,4,1
R27,C01,flexpension_llm,4,4,0
R27,C02,qwen_zs,4,4,0
R27,C02,claude_sonnet_4_5_teacher,3,4,0
R27,C02,flexpension_llm,4,4,1
R27,C03,qwen_zs,4,2,0
R27,C03,claude_sonnet_4_5_teacher,4,4,1
R27,C03,flexpension_llm,4,2,0
R27,C04,qwen_zs,1,1,0
R27,C04,claude_sonnet_4_5_teacher,4,4,1
R27,C04,flexpension_llm,1,1,0
R27,C05,qwen_zs,2,2,0
R27,C05,claude_sonnet_4_5_teacher,4,4,0
R27,C05,flexpension_llm,4,4,1
R27,C06,qwen_zs,2,1,0
R27,C06,claude_sonnet_4_5_teacher,4,2,1
R27,C06,flexpension_llm,4,2,0
R27,C07,qwen_zs,4,4,0
R27,C07,claude_sonnet_4_5_teacher,2,2,0
R27,C07,flexpension_llm,4,4,1
R27,C08,qwen_zs,2,2,0
R27,C08,claude_sonnet_4_5_teacher,4,4,0
R27,C08,flexpension_llm,4,4,1
R27,C09,qwen_zs,4,4,1
R27,C09,claude_sonnet_4_5_teacher,1,1,0
R27,C09,flexpension_llm,1,1,0
R27,C10,qwen_zs,1,1,0
R27,C10,claude_sonnet_4_5_teacher,5,5,1
R27,C10,flexpension_llm,4,2,0
R27,C11,qwen_zs,4,4,1
R27,C11,claude_sonnet_4_5_teacher,4,2,0
R27,C11,flexpension_llm,4,4,0
R27,C12,qwen_zs,4,4,1
R27,C12,claude_sonnet_4_5_teacher,4,2,0
R27,C12,flexpension_llm,4,2,0
